date,source_type,product_area,sentiment_score,summary,pain_point,verbatim_quote
2026-05-23 15:34:12,Zendesk Ticket,Integrations & APIs,0.26,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-23 19:37:16,Gong Call,Authentication & Login,-0.48,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-23 23:19:00,Gong Call,Analytics Dashboard,0.13,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-24 06:39:04,Gong Call,Authentication & Login,-0.07,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-24 08:21:28,Intercom Chat,Core UI & Navigation,-0.02,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-24 08:38:55,Gong Call,Billing & Invoicing,-0.38,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-24 13:09:01,Intercom Chat,Analytics Dashboard,0.48,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-24 20:16:08,Intercom Chat,Analytics Dashboard,-0.1,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-24 23:14:46,Gong Call,Analytics Dashboard,0.08,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-25 17:25:34,Intercom Chat,Core UI & Navigation,0.46,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-25 21:13:25,Gong Call,Core UI & Navigation,0.09,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-26 00:23:43,Intercom Chat,Integrations & APIs,0.16,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-26 07:23:40,Zendesk Ticket,Integrations & APIs,0.32,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-26 14:51:49,Zendesk Ticket,Analytics Dashboard,-0.18,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-26 18:42:05,Gong Call,Billing & Invoicing,-0.11,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-27 02:38:08,Intercom Chat,Analytics Dashboard,-0.19,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-27 02:55:34,Intercom Chat,Integrations & APIs,0.67,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-27 12:10:39,Intercom Chat,Integrations & APIs,-0.39,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-27 16:02:42,Zendesk Ticket,Authentication & Login,0.21,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-28 00:18:23,Zendesk Ticket,Core UI & Navigation,0.26,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
